Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
7/14/2023,30,Male,None,both doses,Nurse,48,5,0,Yes,No,Yes,Yes,No,No,Often,75,Often,75,Sometimes,50,Often,75,Sometimes,50,65,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,58,Undecided,50,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Disagree,25,Strongly disagree,100,Agree,25,58,60
7/14/2023,50,Female,Diabetes Mellitus,both doses,Nurse,72,16,0,Yes,No,No,No,No,Yes,Never,0,Never,0,Never,0,Sometimes,50,Sometimes,50,20,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,58,Strongly Agree,100,Strongly Agree,100,Agree,25,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Disagree,25,Disagree,75,Strongly disagree,0,Agree,75,Strongly disagree,100,Strongly disagree,100,68,57
7/14/2023,30,Female,None,1st dose only,Nurse,60,10,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,25,Undecided,50,Agree,75,Agree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,25,Disagree,25,Disagree,25,Undecided,50,Agree,25,48,40
7/14/2023,50,Male,Diabetes Mellitus,both doses,Nurse,48,16,0,Yes,No,No,Yes,No,No,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Disagree,25,Disagree,25,Strongly disagree,100,Agree,25,62,65
7/14/2023,50,Female,Bronchial Asthma,both doses,Doctor,73,15,0,Yes,Not Known,Yes,Yes,No,Yes,Sometimes,50,Rarely,25,Rarely,25,Never,0,Rarely,25,25,Disagree,25,Disagree,25,Disagree,75,Agree,75,Undecided,50,Agree,75,54,Agree,75,Agree,75,Disagree,75,Undecided,50,Disagree,25,Disagree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,25,Disagree,25,Strongly disagree,0,Undecided,50,Agree,25,47,44
7/14/2023,30,Female,None,both doses,Nurse,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Sometimes,50,Rarely,25,Sometimes,50,Often,75,45,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Undecided,50,54,Agree,75,Agree,75,Undecided,50,Undecided,50,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Disagree,25,Disagree,25,Strongly disagree,100,Agree,25,55,53
7/14/2023,30,Male,None,Not taken,Nurse,72,5,0,Yes,No,No,No,No,No,Always,100,Always,100,Sometimes,50,Sometimes,50,Often,75,75,Strongly agree,100,Strongly agree,100,Strongly disagree,100,Agree,75,Agree,75,Strongly agree,100,92,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Agree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Undecided,50,Strongly Agree,0,Undecided,50,Strongly Agree,100,Strongly Agree,0,Strongly Agree,0,60,70
7/14/2023,30,Male,None,both doses,Nurse,60,5,0,Yes,Yes,Yes,Yes,Yes,Yes,Often,75,Always,100,Often,75,Always,100,Often,75,85,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,67
7/14/2023,30,Female,None,1st dose only,Nurse,60,5,0,Yes,Yes,Yes,Yes,No,No,Rarely,25,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,30,Undecided,50,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,29,Disagree,25,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,42,37
7/14/2023,40,Female,Diabetes Mellitus,both doses,Nurse,48,5,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Often,75,60,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,54,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Undecided,50,Disagree,75,Agree,25,57,57
7/14/2023,30,Female,None,both doses,Nurse,60,5,0,Yes,Not Known,No,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,Rarely,25,40,Agree,75,Agree,75,Disagree,75,Agree,75,Disagree,25,Agree,75,67,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Disagree,25,Strongly Agree,100,Agree,75,Disagree,25,Agree,75,Disagree,75,Disagree,25,Disagree,25,Agree,25,Strongly Agree,0,50,52
7/14/2023,30,Male,None,Not taken,Nurse,60,5,0,Yes,No,No,No,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,45,Agree,75,Agree,75,Strongly disagree,100,Agree,75,Disagree,25,Agree,75,71,Agree,75,Agree,75,Agree,25,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Agree,7575,Disagree,75,Disagree,25,Undecided,50,Strongly disagree,100,Strongly Agree,0,553,344
7/14/2023,30,Female,None,both doses,Nurse,60,5,0,Yes,Yes,Yes,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,Sometimes,50,45,Agree,75,Agree,75,Disagree,75,Agree,75,Disagree,25,Agree,75,67,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Disagree,25,Strongly Agree,100,Agree,75,Disagree,25,Agree,75,Disagree,75,Disagree,25,Disagree,25,Agree,25,Strongly Agree,0,50,53
7/14/2023,30,Female,None,Not taken,Nurse,60,5,0,Yes,Yes,Yes,Yes,No,Yes,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Undecided,50,Disagree,25,Disagree,75,Agree,75,Disagree,25,Agree,75,54,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Disagree,25,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Disagree,75,Strongly disagree,0,Disagree,25,Agree,25,Strongly Agree,0,53,48
7/14/2023,30,Female,None,both doses,Doctor,60,5,0,Yes,Not Known,No,Yes,Yes,Yes,Often,75,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,65,Agree,75,Undecided,50,Disagree,75,Agree,75,Undecided,50,Undecided,50,63,Agree,75,Agree,75,Undecided,50,Undecided,50,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,25,57,60
7/14/2023,30,Male,None,both doses,Doctor,60,5,0,Yes,No,No,Yes,No,Yes,Often,75,Always,100,Often,75,Sometimes,50,Often,75,75,Agree,75,Agree,75,Undecided,50,Strongly agree,100,Strongly agree,100,Strongly agree,100,83,Undecided,50,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Agree,75,Disagree,25,Disagree,25,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,43,59
7/14/2023,40,Male,None,both doses,Doctor,48,5,0,Yes,Not Known,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,Rarely,25,40,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,25,Disagree,25,Disagree,25,Agree,25,Agree,75,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,32,32
7/14/2023,30,Male,None,1st dose only,Doctor,73,5,0,Yes,Not Known,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Strongly agree,100,Agree,75,Strongly disagree,100,Agree,75,Agree,75,Agree,75,83,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,Undecided,50,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Undecided,50,Disagree,25,Undecided,50,Agree,25,58,65
7/14/2023,30,Male,None,1st dose only,Doctor,73,5,0,Yes,Not Known,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Strongly agree,100,Agree,75,Strongly disagree,100,Agree,75,Agree,75,Agree,75,83,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,Undecided,50,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Undecided,50,Disagree,25,Undecided,50,Agree,25,58,65
7/14/2023,40,Male,None,both doses,Doctor,73,5,0,Yes,Not Known,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Often,75,Sometimes,50,65,Agree,75,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Undecided,50,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Disagree,75,Undecided,50,45,50
7/14/2023,30,Female,None,both doses,Doctor,73,5,0,Yes,Not Known,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,52,58
7/14/2023,40,Male,None,both doses,Doctor,73,10,0,Yes,No,No,Yes,No,Yes,Never,0,Never,0,Never,0,Never,0,Never,0,0,Strongly disagree,0,Strongly disagree,0,Undecided,50,Strongly disagree,0,Disagree,25,Strongly disagree,0,13,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Strongly disagree,0,Strongly Agree,100,Disagree,25,Undecided,50,Strongly Agree,100,Strongly Agree,0,Disagree,25,Strongly disagree,0,Strongly disagree,100,Strongly Agree,0,33,22
7/14/2023,40,Male,None,Not taken,Doctor,73,5,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Never,0,Rarely,25,Rarely,25,30,Agree,75,Undecided,50,Disagree,75,Agree,75,Undecided,50,Undecided,50,63,Disagree,25,Agree,75,Agree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Agree,75,Strongly disagree,0,Agree,75,Disagree,75,Strongly disagree,0,Undecided,50,Disagree,75,Disagree,75,47,47
7/14/2023,30,Female,Bronchial Asthma,both doses,Doctor,72,5,0,Yes,Yes,No,Yes,No,Yes,Often,75,Sometimes,50,Rarely,25,Rarely,25,Sometimes,50,45,Undecided,50,Disagree,25,Strongly disagree,100,Disagree,25,Disagree,25,Disagree,25,42,Agree,75,Agree,75,Strongly disagree,100,Undecided,50,Strongly disagree,0,Strongly disagree,0,Agree,75,Strongly Agree,100,Disagree,25,Agree,75,Undecided,50,Strongly disagree,0,Strongly disagree,0,Disagree,75,Undecided,50,50,47
7/15/2023,60,Male,Hypertension;Diabetes Mellitus;Others,both doses,Doctor,48,16,0,No,No,No,No,N/A,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,55,Undecided,50,Undecided,50,Agree,25,Agree,75,Undecided,50,Undecided,50,50,Agree,75,Agree,75,Agree,25,Undecided,50,Disagree,25,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,Undecided,50,Agree,25,Strongly disagree,0,Disagree,25,Strongly Agree,0,Undecided,50,42,46
7/15/2023,60,Female,Hypertension;Others,both doses,Doctor,60,16,0,No,No,No,No,N/A,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Agree,25,Undecided,50,Undecided,50,Undecided,50,46,Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Disagree,25,Strongly disagree,0,Disagree,25,Disagree,25,Agree,75,Agree,75,Strongly disagree,100,Strongly disagree,0,Agree,75,Strongly disagree,100,Undecided,50,57,53
7/15/2023,60,Female,Others,both doses,Doctor,72,16,0,Yes,No,No,No,N/A,Yes,Always,100,Sometimes,50,Always,100,Sometimes,50,Sometimes,50,70,Strongly agree,100,Strongly agree,100,Disagree,75,Strongly agree,100,Strongly agree,100,Strongly agree,100,96,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Disagree,25,Strongly disagree,100,Strongly Agree,0,67,74
7/15/2023,30,Male,None,both doses,Doctor,60,5,0,No,Not Known,Yes,Yes,No,No,Always,100,Often,75,Never,0,Never,0,Sometimes,50,45,Undecided,50,Agree,75,Undecided,50,Agree,75,Strongly disagree,0,Undecided,50,50,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Disagree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Undecided,50,Disagree,25,Undecided,50,Strongly disagree,100,Agree,25,52,50
7/15/2023,40,Female,None,both doses,Nurse,73,15,1,Yes,No,No,Yes,Yes,No,Always,100,Always,100,Often,75,Often,75,Always,100,90,Agree,75,Strongly agree,100,Agree,25,Strongly agree,100,Strongly agree,100,Agree,75,79,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Agree,75,Strongly Agree,100,Agree,25,Strongly Agree,0,68,75
7/16/2023,60,Male,Diabetes Mellitus;Others,both doses,Doctor,60,16,0,Yes,No,No,No,N/A,Yes,Always,100,Always,100,Always,100,Often,75,Always,100,95,Strongly agree,100,Strongly agree,100,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Strongly disagree,100,83,89
7/16/2023,30,Male,None,both doses,Supportive Staff,60,5,0,No,Yes,Yes,Yes,No,Yes,Often,75,Sometimes,50,Often,75,Always,100,Always,100,80,Disagree,50,Undecided,50,Strongly disagree,100,Disagree,25,Agree,75,Disagree,25,54,Undecided,50,Agree,75,Strongly Agree,0,Strongly disagree,0,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,25,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly Agree,0,57,61
7/16/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,Not Known,No,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Undecided,50,Undecided,50,Disagree,75,Agree,75,Disagree,25,Undecided,50,54,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Undecided,50,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,52,54
7/16/2023,40,Male,None,both doses,Supportive Staff,60,5,0,No,Yes,No,Yes,No,Yes,Often,75,Sometimes,50,Often,75,Always,100,Always,100,80,Disagree,25,Undecided,50,Strongly disagree,100,Undecided,50,Agree,75,Disagree,25,54,Undecided,50,Agree,75,Strongly Agree,0,Strongly disagree,0,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,25,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly Agree,0,57,61
7/16/2023,30,Male,None,both doses,Supportive Staff,60,5,0,No,Yes,No,Yes,No,Yes,Often,75,Sometimes,50,Often,75,Always,100,Always,100,80,Disagree,25,Undecided,50,Strongly disagree,100,Undecided,50,Undecided,50,Undecided,50,54,Strongly Agree,100,Disagree,25,Strongly Agree,0,Strongly disagree,0,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly Agree,100,62,63
7/16/2023,30,Female,None,both doses,Doctor,48,5,0,Yes,No,No,No,No,No,Sometimes,50,Sometimes,50,Rarely,25,Often,75,Sometimes,50,50,Disagree,25,Strongly disagree,0,Agree,25,Disagree,25,Disagree,25,Strongly disagree,0,17,Agree,75,Strongly Agree,100,Disagree,75,Undecided,50,Disagree,25,Disagree,25,Strongly Agree,100,Disagree,25,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Disagree,75,Agree,25,62,49
7/16/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,No,No,No,No,Yes,Rarely,25,Rarely,25,Always,100,Often,75,Always,100,65,Agree,75,Agree,75,Disagree,75,Disagree,25,Undecided,50,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,25,Agree,75,Agree,25,Undecided,50,Disagree,25,Disagree,75,Agree,25,55,59
7/16/2023,40,Female,None,both doses,Nurse,60,15,1,Yes,Not Known,No,Yes,No,No,Rarely,25,Rarely,25,Never,0,Never,0,Never,0,10,Disagree,50,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,54,Disagree,25,Disagree,25,Agree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,25,Disagree,25,Disagree,25,Disagree,75,Agree,25,42,38
7/16/2023,30,Female,None,both doses,Nurse,72,5,1,Yes,No,No,No,No,No,Always,100,Always,100,Always,100,Often,75,Always,100,95,Strongly agree,100,Strongly agree,100,Disagree,75,Strongly agree,100,Strongly agree,100,Strongly agree,100,96,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Undecided,50,Undecided,50,Undecided,50,58,74
7/16/2023,60,Male,Hypertension;Diabetes Mellitus,both doses,Doctor,72,16,0,Yes,No,No,No,N/A,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,42,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Agree,25,Agree,25,55,48
7/16/2023,50,Male,Diabetes Mellitus,both doses,Doctor,48,16,0,Yes,No,No,No,No,No,Often,75,Often,75,Sometimes,50,Often,75,Always,100,75,Agree,75,Agree,75,Agree,25,Strongly agree,100,Strongly agree,100,Strongly agree,100,79,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,0,Agree,25,68,72
7/16/2023,30,Female,None,both doses,Physiotherapist,60,5,0,Yes,No,No,No,No,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Strongly Agree,100,Disagree,75,Agree,25,70,68
7/16/2023,30,Female,None,both doses,Physiotherapist,72,5,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Often,75,Often,75,Sometimes,50,Sometimes,50,60,Agree,75,Agree,75,Strongly agree,0,Agree,75,Disagree,25,Disagree,25,46,Agree,75,Agree,75,Agree,25,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Strongly disagree,100,Agree,25,58,56
7/16/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,Not Known,No,No,No,Yes,Often,75,Sometimes,50,Rarely,25,Sometimes,50,Sometimes,50,50,Agree,75,Disagree,25,Agree,25,Disagree,25,Disagree,25,Undecided,50,38,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Agree,25,Disagree,25,Agree,75,Disagree,75,Agree,25,57,51
7/16/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,Not Known,No,Yes,No,Yes,Always,100,Always,100,Sometimes,50,Always,100,Often,75,85,Strongly agree,100,Undecided,50,Agree,25,Agree,75,Agree,75,Agree,75,67,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Disagree,75,Agree,25,58,65
7/16/2023,30,Female,None,1st dose only,Physiotherapist,60,5,0,No,No,No,Yes,No,Yes,Sometimes,50,Rarely,25,Always,100,Sometimes,50,Sometimes,50,55,Agree,75,Agree,75,Disagree,75,Agree,75,Undecided,50,Undecided,50,67,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Undecided,50,Agree,75,Strongly disagree,100,Agree,25,70,66
7/16/2023,60,Male,Diabetes Mellitus,both doses,Doctor,60,16,0,Yes,No,No,No,N/A,Yes,Sometimes,50,Sometimes,50,Never,0,Sometimes,50,Rarely,25,35,Disagree,25,Disagree,25,Agree,25,Disagree,25,Undecided,50,Disagree,25,29,Disagree,25,Agree,75,Agree,25,Undecided,50,Disagree,25,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Disagree,75,Strongly disagree,0,Undecided,50,Agree,25,Agree,25,48,41
7/16/2023,30,Female,None,both doses,Physiotherapist,60,5,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Disagree,25,54,Agree,75,Agree,75,Agree,25,Undecided,50,Agree,75,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Disagree,75,Agree,25,60,59
7/16/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,No,No,No,No,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Undecided,50,Disagree,75,Undecided,50,Undecided,50,Agree,75,63,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Strongly disagree,100,Strongly Agree,0,70,65
7/16/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,No,No,No,No,Yes,Often,75,Often,75,Often,75,Sometimes,50,Often,75,70,Agree,75,Undecided,50,Disagree,75,Agree,75,Disagree,25,Agree,75,63,Agree,75,Strongly Agree,100,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Strongly disagree,100,Agree,25,68,67
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,No,Yes,No,No,No,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Strongly agree,100,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,25,Undecided,50,Agree,75,Agree,25,Undecided,50,68,82
7/16/2023,50,Female,Bronchial Asthma,both doses,Doctor,72,15,0,Yes,Not Known,No,No,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,55,Undecided,50,Disagree,25,Agree,25,Agree,75,Undecided,50,Undecided,50,46,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,0,Agree,75,Agree,25,Agree,25,52,51
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,No,No,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Undecided,50,Undecided,50,Agree,25,Undecided,50,Disagree,25,Undecided,50,42,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Disagree,25,Undecided,50,Agree,75,Undecided,50,Strongly disagree,0,Undecided,50,Disagree,75,Disagree,75,55,48
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,Not Known,No,No,No,Yes,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Undecided,50,Agree,25,Agree,75,Agree,75,Agree,75,63,Strongly Agree,100,Strongly Agree,100,Undecided,50,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Strongly disagree,0,Undecided,50,Strongly disagree,100,Undecided,50,67,64
